제목,날짜,작성일,작성자,댓글
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 13:46:00,kik****,"진보도 보수도 아닌 합리적이고 상식적인 보통사람들, 중도.무당층이 이기는 겁니다. 두려워 마세요 어차피 화무십일홍 아닙니까. 범죄자들이 판치는 나라는 막아야 지요."
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 13:45:00,nbv,"보수대통령들마다 먹어치우고
편갈이 추적감시 북한을 방불케하니
또한 권력찬스판이고
심지어는 로스쿨제도로 가난한자들은 사법고시 기회조차도 없고"
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 13:44:00,bj****,친일 국민의적은 없어져라
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 13:43:00,7점62mm,농담이 아니고 나는 2012년 문 박 결과 3.4%(오차있음) 차로 박이 승리했을때 이미 예상했는데 왜냐 국힘당의 옛날부터 선거전략이 안보팔이 인구가많은 영남을 이용하는 영호남 갈라치기 그리고 정보기관의 협조하에 정치공작 이것으로 연명해왔는데 이것을 믿는 사람의 대다수가 50대 후반 이상이라는것 그러나 안타깝게도 매년 사망자가 약26만명인데 절대다수가 국힘당지지층인 고연령층 이라는것 국회의원선거 4년 대선 5년 한번곱하기 해보시지 5년단위로 몇%가 빠지는지 안탑갑게도 새로투표권을 갖는 18세부터는 앞에말한 세가지가 전혀 먹히지 않는다는것 참 걱정이다 국힘당
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 13:35:00,안티,"지인이 아직도 대깨문 탈출 못했으면 관계 끊어라. IQ가 60도 안 되면 그게 사람이냐? 가망이 없다.
아니면 ㅈ선족이겠지."
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 13:34:00,식민지 국민들,"바지속에 거시기꺼네 이리 저리 물뿌리고 다닌 민주당 진보무리들,,,,, 박영선이라고 별거냐? 박영선이 한테도 미리 각서를 받아야 한다. 성추행 안하겠다고,,, 그래야 밑에 남자부하직원들이 맘놓고 일하제,,,,, 안그냐? 그라고 야권은 단일화하여, 미친 문재인을 잡아야 한다. 말로만 민주, 인간 이딴소리했지,,,, 실제로는 부정부패의 온상으로 가고있다. 차기 정권이 바뀌면 전부~ 다~ 조사하면 나오겠지만,,,, 그때까지 기다리기로 하고 국민의힘은 지는게 이기는 것이다!!!"
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 13:26:00,식민지 국민들,"근혜가 못한거 같아? 문재인을 밀어주었지만,,,, 역시나! 나라일은 진보가 그나마 잘한다는걸.... 국민이 알아차린게지,,,, 전체적으로 놓고 볼땐!!!"
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 13:19:00,wha****,"러시아 공산주의자 레닌의 교시
""목적은 수단을 정당화 한다.혁명을 위해서는 거짓말 해도 괜찮다""
""거짓말은 혁명을 위한 가장 강력한 수단이며,거짓말을 백번하면 참말이 된다""

프랑스 정치학자 레이몽 아롱
정직하면서 머리가 좋은 사람은 좌파가 될 수 없다!
정직한 좌파는 머리가 나쁘고 머리가 좋은 좌파는 정직하지 않다.

1789년 프랑스 좌파를 이끌던 로베스피에르는 아이들에게 우유를 값싸게 먹이기 위해
우유값을 반값 이상 받으면 사형 시키겠다고 했고 우유값은 폭락했지만
얼마 지나지 않아 농민들이 돈이 되지 않는 젓소를 도축했다.
그리고 우유값이 폭등했고 중산층 아이들도 우유를 못먹는 사태가 벌어졌다.

2020년 같은 일이 대한민국 부동산에서도 벌어졌다.
민주당이 임대차3법으로 다수 임차인들을 위한 정책이라고 내놓은 입법이
안그래도 진정되지 않던 부동산을 폭등시켰다

더군다나 2017년9월 LH법에 내부기밀로 이익을 얻을때 처벌하는 법안에서
5년이하 징역형을 3년이하 징역형으로 변경하겠다는 법안을 민주당 16인이 공동발의했다
하지만 당시 민주당이 의석수에서 밀려 법안 통과는 실패했다
오히려 이익을 추징하고 10년이하 징역형 법안을 만들어도 될까말까한 일인데도....
지금까지 민주당이 하는 꼬라지 보면
민주당180석은 그냥 자기들 당리당략에만 이용하는 의석수가 되었을뿐이다
중대재해법도 국힘당 핑계되면서 미적거리다가 원 법안보다 훨씬 후퇴한 법안으로 통과시키고
무슨 말만 나오면 국힘당 핑계대면서
정작 자기들 이익에 필요한건 강제로 법안 통과시키는 민주당
서울,부산 보궐선거에 대해서도 성추행당이라는 소리에 창피한줄도 모르는 민주당과 민주당똘마니들

그리고 자기가 진보이고 좌파라 생각하는 개돼지들아
니들이 진짜 진보이고 좌파라면 지금의 민주당이 아니라는 쓴소리를 해야되고
그런 사실을 깨닫지 못한다면 평생 개돼지로 지낼수 밖에 없는거다"
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 15:51:00,보헤미안,"@wha**** 역대 보수 집권자들에 말로를 함 보자
이승만은 4.19혁명으로 내쫒기고, 박정희는 부하에게총맞아죽고,
김영삼이는 나라말아먹고 부도내고
전두환이 노태우누는 쿠테타에 부정축재 뇌물로 두놈빵에간걸 김대중이 빼주고
사기에뇌물 비리로 이명박그네 둘은 빵에드가있고
이나라는 진보가 살려놨어 임마
무식하기는 부끄러운줄알아야지~"
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 16:39:00,bk****,"@보헤미안 역대(라고 해봐야 현 문통 까지 다 합쳐서 3명) 진보/좌익 댓통들은... ???
1. 김 선생님 : 남한 대통령으로 최초로 북한 방문, 김정일 끌어안고 남북정상회담....
추후 노벨 펭화상 수상함. 그러나 후임 노통령이 퇴임 한지도 얼마 안 되어 나이가 훨 씬 많은 자신보다 먼저 저 세상으로 가는 걸 보게 됨.
2. 노무현 전 대통령 : 전임 김 선생님에 이어 또 북한 방문, 김정은과 제2차 남북정상회담 가짐. 신선감도 감동도 퇴색됨. 재임기간 중 헌정사상 최초로 국회에서 탄핵논의 진행되고 표결 결과 가결되지만 헌재에서 기각됨 1번(김대중 전 대통령 편)에서 이미 말한 바와 같이 스스로의 명예를 지키고 결백을 주장하려... (이하 생략)
3. 문 통령님(현직 대한민국 댓통) -- 보수측 성향 인물들에게는 “문 재앙”으로 불리고 있는 중.. 북한 김정은을 만나서 역사상 세 번째 남북정상회담 진행함.. 거듭 여러번 만났지만 북핵문제를 해결하진 못했고 그 후폭풍으로 한미 동맹의 근간을 뒤흔들고 친 중 - 친 북 행보로 국제사회 왕따를 자초하는등 외교/통일 문제에 있어 암초 역할에 충실함. 부동산 문제를 해결하겠다면서 도리어 역효과를 신나게 내고 있으며 스스로 임명했던 검찰 총장을 통솔하지 못해서 무려 두 명의 법무부장관이 뜻을 못 이루고 물러나기도 했음....
이것이 보편적이고 상식적인 일반 국민시각에서 바라본 전/현직 자칭 진보측 댓통들 현주소임"
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 13:13:00,우그리,"대통령 2명뽑아 하나는 보수,하나는 진보만 통치하는 국가로 만들자."
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 13:11:00,최강코리아,만져당 빠진넘들아 정신좀 챙기자.... 이정부는 공산당 눈치만 보는 한심한정권하고..공무원부패가 판치는 정권이다...개돼지들아 !!친일?개돼지들이 일제자동차 사지말자
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 13:09:00,KUNA,"바보도 10년간 교육 받으면 자기 이름 석자는 쓴다.
이명박근혜 10년 헬조선에서 살고도 아직도 정신 못차린다면
그건 정상인이 아니라 태극기부대지."
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 13:04:00,최강코리아,개돼지들아 뭘 알겠냐 ㅋㅋㅋㅋㅋㅋ캬 이개 나라냐
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 12:49:00,Parting,"민주당이 보수인거고
지들이 보수라고 착각?하고 있는 국민의힘은 그냥 나라 팔아 먹는 매국단체"
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 12:21:00,ys kim,박정희 전두환 추종자들이 하나둘씩 없어 지는모양이군 진보가 앞서가는거 보니
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 12:13:00,jh****,반신반인으로 추앙하는 박정희의 그림자가 서서히 퇴색되어가고 있음이다. 그럴수록 극우들의 발악은 거의 저주 일색이 될 것이다.
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 12:11:00,땅 땅 땅,또 선동질을 시작하는구나...좌빨 경향이~~~
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 12:01:00,anarchy,"이명박근혜가 최악이라면 문정권은 초악이다..!!!
누가더 나쁘고 국민들 못살게 구느냐가 관건인 선거..~
옆에 있는 쪽바리도 정말 싫지만 북공산정권만 옹호하는 이정부가 더 최악이다.
인권을 부르짓는 정부가 북한인민 국민들의 인권을 우선 생각해야 제대로된 정부아닌가?
암튼 시장원리를 모르는 문정권이 된다면 부동산 아파트값 계속 오를테니 가진자들 청와대,정치인포함
나쁠건 없네"
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 11:59:00,muno****,에레이 치 사한 넘들 어떤 결과 나느지가 중요~~~~
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 11:51:00,lordo****,"기렉아 뭐가 그리 다급해서 벌써 선거조작질을 시작하니?
지금 판세 보니 보귈선거 무지하게 걱정되지?
근데 아무리 해봐야 민주당.30% 못넘긴다. 왜?
젊은 세대들이 너희들에게 등 돌려버렸거든."
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 11:39:00,noa****,부정 부패의 끝판왕 기득권 세력 문재인을 타도하자... 대한민국의 민주주의를 바로 세우자
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 11:36:00,산양들,"아묻튼 대한민국 국민이면 이나라를 오래도록 보존 잘 할려면
국익차원에서 애국을 합시다"
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 11:22:00,tackm****,진보라고해서 민주당 덮어놓고 뽑아줄거란 생각은 하지 마시길 LH나 인국공 등 이를 가장 많이 가는거도 그들이니
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 11:16:00,친일파 미친통닭당,지금 40대가 베이비붐 세대라고 하던데 ... 가장 수가 많고 그래서 아마도 그럴듯 .. 30/40대는 진보가 압도적임..
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 11:10:00,sj****,"4년만에 나랏 빚을 400조나
뻥티기 한 넘을 칭송 하는 미친 넘들
대깨문 아거들 보거라
국민을 사랑해서
바다에 표류중인 국민을 총살 당하게 하고
월북자로 뒤집어 쒸워!
북에서 월남한 사람을 강제 북송 시켜
총살 당하게 하고
권력으로 성추행 한 넘 감싸고
위안부 할머니들 돈갈취한 년
정보이용 부동산 투기한 넘
전부 국회의원 시키고
서류 위조범 가족 일당 감싸고
엉터리 부동산 정책으로 서민들
삶의 의욕 바닥으로 추락 시키고
코로나 미리 차단 못하여
지금도 전국민들 힘들게 하고
외교는 폭망 그자체
국방은 정은이 눈치 보느라
군인들 훈련도 못하게 틀어막아
당나라 군대 만들어
연일 경계선은 뚫리고
원칙대로 수사 하는 검사들은
권력으로 물먹이고
백신은 세계 꼴찌로 확보
부작용 염려
국민들 먼저 맞게 하면서 눈치나 보고,,,
그것도 부족해 불법 농지 취득하고
내로남불 불법 땅투기 조사 하란다
누군지 알겠지
이자의 무능과 범죄 행위는
추후 반드시 엄중히 조사 반드시 죄값을 받도록 해야 한다"
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 11:21:00,친일파 미친통닭당,@sj**** 장애인아 !!! 머리가 옵션이면 귓구녕 열고 쳐 듣고 좀 다녀라 .... 미국은 이미 6조 가량 풀었어 ... 우리나라 돈으로 계산하면 7천조다 장애인아 ..전세계가 양적완화 하고 있는데 몬 개소리야 ... ㅉㅉㅉ 한심한 뜰딱 새끼 ... 인플레이보다 더 무서운게 디플레이션이야 ... 알겠냐 ... 그리고 우리나라 정부 부채 50%로도 안돼 .. OECD 중에서 상위권이다 .. 재정건전성이..이게 좋은 것 같냐 ... 그동안 복지 사각지대가 많다는거야 .. 삼성전자 공장에 사람 많을것 같지 ..전기차 공장에 사람 많을것 같지 ... 전부 로봇이다 ..장애인아 ... 미국 top 파일럿이 ai 에 한판도 못이긴거는 아냐 ... ㅉㅉㅉ 일자리 전부 로봇으로 갈아치우면 몰로 먹고 살래 ..그래서 외국에서 로봇에 세금을 부여하자는 애기가 나오는 거야 ..그래서 기본소득 이야기가 나오고 있는거고 .. 대가리가 옵션이면 집에 놓고 좀 다녀라 !! ㅉㅉㅉ
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 15:45:00,sihagall****,"@친일파 미친통닭당 머저리 촌닭아??~~
미국과 비교하냐??~~
나라에서 돈주니 좋지??~~침 질질 흘리면서 충성에 또 충성!!~~
그래서 니들이 나라 망치는 족속들인거야!!~~
계속 거지 근성 가지고 살아라~~잉!!~~^^"
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 13:53:00,sj****,"@친일파 미친통닭당 이놈도
역시
대갈통을 장식품으로 달고 다니는군"
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 14:50:00,-,@sj**** 대/가리에 자갈만 가득 찬 자네 보다는 500배쯤 나아 보이는데? ㅋ
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 11:01:00,-,"토착왜구들, 자위대행사에나 참석하며 우리일본이라는 소리해대는 종자와 겐세이,야지를 부르짖던 진상과(저 둘은 아침에 일어나면 덴노 헤이카 반자이~~를 외치고 하루를 시작할 듯 함.ㅎ)
국회위원을 치부의 수단으로 이용해 수백 수천억씩 해쳐먹은 자식들과
군부독재정권의 애완견이였던 자들이 몸담았던 당. 현재도 그런 종자들로 가득찬 정당.
저런 쓰레기들 덕분에 앞으로 민주당 50년 집권은 보장되었음.
국민의짐은 앞으로도 지금까지 해왔던 것처럼 변함없길 바랍니다. 당신들이 있어서 기쁩니다. ㅋㅋ"
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 12:35:00,00,"@- 확실한건 민주당 이번에 개박살날듯
뽑을 명분이 사라짐"
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 10:51:00,선택과 집중,보수나 진보 모두 위대한 대한민국을 위한 마음이다. 거시와 같은 보수 미시와 같은 진보 접근방식의 차이가 근본을 뒤집어서는 안된다. 근본은 대한민국이다. 아버지와 어머니가 공존해야지 아버지가 어머니를 없애야 가정이 행복해지는 것은 아니기 때문..
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 10:31:00,긴도깡,진보가아니라 좌파벌갱이다 진보는없고 벌갱이만있을뿐이다 예전에 때중이도 마이클잭슨불러서 백스텝밟았다
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 10:19:00,gog,"국민의적 친일역적 넌넘들이 보수란건 순 사기다, 토착왜구들은 보수가 아니다."
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 12:32:00,00,@gog 토착왜구나 짱개나 절레절레
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 12:32:00,로이윌리엄,"@gog 왜구당은 하루빨리 국민의똥 아니면 왜구의힘으로 당명을 바꿔라.
싸가지없이 국민이란 단어를 더럽히는 개잡것들.."
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 10:16:00,GreatKorea,규제지역 묶을생각 하지말고 내부단속이나 잘 해라. 지지층들이 얼마나 돌아섰는지 감이 잘 안오지 ?
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 10:15:00,-,민주당이 보수인데 왜자꾸 왜구당을 보수라고 하냐?? 일본인인가??
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 12:22:00,-,@- 100% 공감
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 10:04:00,강 성진,수꼴왜구당과 보수민주당 양당구조가 굳어지면 이나라는 필망이다..
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 09:35:00,hijoker****,"기레기들이 아직도 민주당을 진보당으로 색칠하는데
그걸 믿을 자들은 개돼지 외엔 없다.
물론 이해찬이 좌클릭하며 당내 그런 자들을 들였지만
그들은 앞으로 자연히 정리될 것이다.
정통 보수당인 민주당이 재집권하느냐 친일수구당이 다시
집권을 되찾는냐의 차기 대선이 될 것이다.
물론 가장 첨예한 이슈는 부동산 문제가 될 것이다."
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 08:45:00,우주여행,진보? 진보진영? 누가 진보이고 어디가 진보진영인가? 수꼴보다 더럽고 악취나는 그들이 진보라고? 거악의 축이라고 해야...
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 12:18:00,ys kim,@우주여행 너코가 썩었는지 병원가서 진찰받아봐라
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 10:20:00,gog,@우주여행 정신병은 정신병원으로.
"대선지지층, 진보가 보수보다 처음으로 앞선다",2021-03-07 08:24:00,2021-03-07 09:35:00,권또,"@우주여행 시대의 변화를 자각하고 , 이제는 좀 변할때도 되었건만..... 어찌 그리 어설픈 깊은 수렁에서 해메이고 있는 자들이 많은지...."
"‘수직상승’ 윤석열, ‘동반하락’ 이재명·이낙연···재보선 결과에 ‘흐름’ 바뀔까?",2021-03-29 09:27:00,2021-04-24 23:24:00,소양강뱃사공,이재명이는 그렇게 쌍스러운 욕을 하면 아니됩니다.
"‘수직상승’ 윤석열, ‘동반하락’ 이재명·이낙연···재보선 결과에 ‘흐름’ 바뀔까?",2021-03-29 09:27:00,2021-04-21 21:59:00,김성진,우리 좀 더 두고 보시다. 윤석열은 정치인이 아닙니다.그리고 약점도 많습니다.
"‘수직상승’ 윤석열, ‘동반하락’ 이재명·이낙연···재보선 결과에 ‘흐름’ 바뀔까?",2021-03-29 09:27:00,2021-04-24 23:26:00,소양강뱃사공,@김성진 너나 잘 하세요.
"‘수직상승’ 윤석열, ‘동반하락’ 이재명·이낙연···재보선 결과에 ‘흐름’ 바뀔까?",2021-03-29 09:27:00,2021-04-20 17:56:00,서방,"가수송가인대선출마 돼지발정제 여우발정제 개발정제 다 이길수있다
국개원출신 권위적 관료주의에 빠저 국민을 위기에서 구할사람 송가인"
"‘수직상승’ 윤석열, ‘동반하락’ 이재명·이낙연···재보선 결과에 ‘흐름’ 바뀔까?",2021-03-29 09:27:00,2021-04-15 22:36:00,dbszmsehf,"무논리 무대뽀로 막나가다 논리가 딸리면 어어버버 주먹으로 책상꽝치고 검찰총장은 법무부장관의
부하가 아닙니다 엄연히 법무부 외청장인 검찰총장은 법무부장관 부하가 맞다 수사권 기소권을 독점한
무소불위 권력으로 검찰총장이 위계질서를 무시하고 되려 법무부장관 상전노릇을 해왔던것을
추미애 장관이 법적으로 위계질서를 바로잡은것이다 윤석열의 과거 잘못된발언 나는 사람에게 충성하지않는다
를 지금 처지로 비춰볼때 국민도 사람인데 국민에 충성하지않고 오로지 검사동일체 검찰조직과 처갓집에만
충성하게다는 명언이 되는것이다"
"‘수직상승’ 윤석열, ‘동반하락’ 이재명·이낙연···재보선 결과에 ‘흐름’ 바뀔까?",2021-03-29 09:27:00,2021-04-24 23:30:00,소양강뱃사공,@dbszmsehf 할일이 없으면 밥값이나 벌러 일력시장으로나 가세요.
"‘수직상승’ 윤석열, ‘동반하락’ 이재명·이낙연···재보선 결과에 ‘흐름’ 바뀔까?",2021-03-29 09:27:00,2021-04-10 03:48:00,반포지효,"윤석렬이는 제도권 안에서 경험도 없고
그 동안 하는 짖이 국민들 죄만 덧씌웠는데
아는 것도 없고 대통령감이 돼겠냐?
여론조사에 오른 것이 우수꽝스럽다.
머릿속에 든 것이 있어야 대통령도 할 것 아닌가?"
"‘수직상승’ 윤석열, ‘동반하락’ 이재명·이낙연···재보선 결과에 ‘흐름’ 바뀔까?",2021-03-29 09:27:00,2021-04-08 14:39:00,넓고깊게,"사실!
윤석열은 현정부가 키워준건데...
문재인,추미애,조국 이사람들이 키워준거다.
사람의 도리상...윤석열은 이런 사람들 배반하면 안된다."
"‘수직상승’ 윤석열, ‘동반하락’ 이재명·이낙연···재보선 결과에 ‘흐름’ 바뀔까?",2021-03-29 09:27:00,2021-04-02 13:52:00,hunter****,이낙연; 호남표 유지용 이재명: 절대 대선후보 못됨. 결정적 타임에 대법무죄판결 꼭두각시 김경수 등판.. 민주당 대선실패... 윤설열 당선....문통은 협상완료되어 빼주고 민주당.추미애등 한풀이대상들 여기저기 피신다닐사람들 많을듯...
"‘수직상승’ 윤석열, ‘동반하락’ 이재명·이낙연···재보선 결과에 ‘흐름’ 바뀔까?",2021-03-29 09:27:00,2021-03-31 21:48:00,포악디에지,"장모랑 마누라 수사는 손도 못대겠네, 알아서 길텐데, 언넘이 수사하겄노??씬발~~~!"
"‘수직상승’ 윤석열, ‘동반하락’ 이재명·이낙연···재보선 결과에 ‘흐름’ 바뀔까?",2021-03-29 09:27:00,2021-03-30 06:56:00,애덕 파주,아무려면 첩을 두고 형수 성기?를 찢어 죽이겠다는 분이 되겠습니까? 그 게 국민의 수준일지?
"‘수직상승’ 윤석열, ‘동반하락’ 이재명·이낙연···재보선 결과에 ‘흐름’ 바뀔까?",2021-03-29 09:27:00,2021-03-31 21:52:00,포악디에지,"@애덕 파주 나는 더 했으면 더했지 덜하지 않았을 것 같은데,, 아마도 우리 국민들 대부분이 그렇지 않을까?? 지엄마에게 욕하고 밀쳐서 넘어 뜨리고,,그래서 다쳤다면,,아마도 100명중에 101명은 저렇게 끝내지 않았을 것 같은데요, 나역시 ,욕따위로 안끝내지!! 나 같으면 면상에 향피우지!! 아마 댁도 그랬을 것 같은데...나보다 심했을 것 같은데,,"
"‘수직상승’ 윤석열, ‘동반하락’ 이재명·이낙연···재보선 결과에 ‘흐름’ 바뀔까?",2021-03-29 09:27:00,2021-03-29 17:28:00,FrDarkman,멀쩡한 형을 시장권력을 이용 정신병자로 몰아 정신병원에 강제구금시켜 그 충격으로 친형이 죽고 말았다. 그에 항의 하는 형수에게 '갖은 욕설' 과 '폭행'을 자행한 패륜아가 시장도 해묵고 국회의원도 해 묵는 '한번도 경험해보지 못한 나라' 대한민국! 내가 딱 한마디만 하마.. 에라~~이 개ㅠ그튼 놈ㅠ들아~!
"‘수직상승’ 윤석열, ‘동반하락’ 이재명·이낙연···재보선 결과에 ‘흐름’ 바뀔까?",2021-03-29 09:27:00,2021-03-29 17:15:00,김미구,"안철수가 초딩이면
윤석열은 치딩이다.

이들에게서 국가경영의 무슨 가능성이
얼마나 보이길래 야단들인가?

종편은 매일 윤비어천가를 부르고,
시민들은 따라서 춤추고.

참! 이상한 나라다."
"‘수직상승’ 윤석열, ‘동반하락’ 이재명·이낙연···재보선 결과에 ‘흐름’ 바뀔까?",2021-03-29 09:27:00,2021-04-24 23:34:00,소양강뱃사공,@김미구 진짜...미구시군요.
"‘수직상승’ 윤석열, ‘동반하락’ 이재명·이낙연···재보선 결과에 ‘흐름’ 바뀔까?",2021-03-29 09:27:00,2021-03-29 16:50:00,jspa****,"코메디 보는것 같아요.
이런 통계가 이해가 않됩니다.
우리 국민 의식이 이정도는 아니라고 믿거든요.
많이 띄어진 만큼 고통도 클것이라 보여집니다."
"‘수직상승’ 윤석열, ‘동반하락’ 이재명·이낙연···재보선 결과에 ‘흐름’ 바뀔까?",2021-03-29 09:27:00,2021-03-29 16:34:00,으니,"검증이란 과정을 거치고 실체가 드러났을 때도 과연 지지율이 유지될 것인가?
지금처럼 거의 모든 언론에서 세상을 구할 적임자처럼 띄우고 있지만
거품이 걷히면 급하락할 것이라는 것은 누구나 짐작할 수 있는 일..."
"‘수직상승’ 윤석열, ‘동반하락’ 이재명·이낙연···재보선 결과에 ‘흐름’ 바뀔까?",2021-03-29 09:27:00,2021-03-29 15:16:00,김성진,우리 국민의 수준이 갈수록 높아져 아무나 대통령 할 수 없다고 공언합니다.
"‘수직상승’ 윤석열, ‘동반하락’ 이재명·이낙연···재보선 결과에 ‘흐름’ 바뀔까?",2021-03-29 09:27:00,2021-03-29 14:16:00,권선징악,국민들의 수준이 저러하면 그에 걸맞는 지도자를 세워서 x 되셔야지 잘해봐유 국민들
"‘수직상승’ 윤석열, ‘동반하락’ 이재명·이낙연···재보선 결과에 ‘흐름’ 바뀔까?",2021-03-29 09:27:00,2021-03-29 12:51:00,정의와 공정,"개경향 개언론들이 띄워준 윤석열 지지율 올라가니... 개놈들 춤을 추냐 ?
하지만 그 동안 개짖거리 들통나면 니들은 한순간에 보따리싸고 뒈질 줄 알라 !"
"‘수직상승’ 윤석열, ‘동반하락’ 이재명·이낙연···재보선 결과에 ‘흐름’ 바뀔까?",2021-03-29 09:27:00,2021-03-29 12:49:00,exite,"거짓말 마라...
조사개요에서 최소한 유선비율을 밝혀야지...
어느 정치인의 장모와 마누라 이름을 국민이 외우냐?
장모 최은순과 라마다르네상스 줄리 출신 김건희는
수사부터 제대로 받아야지.
노무현 가족 수사는 제 놈이 해서 괴롭히고도
노무현을 존경하고
문재인의 인사권을 정면 침해하고도
문재인을 존경한단다..
이제와서 이미지 세탁하려고?
국찜에 대선주자가가 없으니까 띄우는 것뿐,
칼잡이 망나니가 외교하다고 해봐라...
상대방 정상과 대화가 되겠니?
텐프로 영부인은 해외 웃음거리 되겠지?"
"‘수직상승’ 윤석열, ‘동반하락’ 이재명·이낙연···재보선 결과에 ‘흐름’ 바뀔까?",2021-03-29 09:27:00,2021-03-29 14:35:00,죽전거사,@exite 천박 그자체 정수기 보다야
"‘수직상승’ 윤석열, ‘동반하락’ 이재명·이낙연···재보선 결과에 ‘흐름’ 바뀔까?",2021-03-29 09:27:00,2021-03-29 11:55:00,겨울모자,"추미애 분발해주기 바란다
추미애가 민주당의 대권 후보로 나와서 윤석열과 맞붙는 2라운드 보고싶다.
추미애씨 힘내서 이재명 제치고 민주당 대표로 나와 주세요"
"‘수직상승’ 윤석열, ‘동반하락’ 이재명·이낙연···재보선 결과에 ‘흐름’ 바뀔까?",2021-03-29 09:27:00,2021-03-30 17:20:00,k****,@겨울모자 추미애 대권후보 개가웃겠다
"‘수직상승’ 윤석열, ‘동반하락’ 이재명·이낙연···재보선 결과에 ‘흐름’ 바뀔까?",2021-03-29 09:27:00,2021-03-29 11:16:00,게스트,"기자님 기사는 좋은데, 기사 편집은 누가했니? 지지율 순서대로 사진을 올려야지..재수없게"
